order_id,customer_id,order_date,status,region_code
ORD403,CUST368,2025-04-17 21:13:53,SHIPPED,WEST
ORD404,CUST427,2025-09-20 06:18:42,PLACED,EAST
ORD405,CUST481,2025-09-18 01:01:28,DELIVERED,NORTH
ORD406,CUST137,2026-05-07 19:28:18,PLACED,EAST
ORD407,CUST111,2026-02-04 04:25:13,PLACED,NORTH
ORD408,CUST273,2025-01-28 04:46:57,SHIPPED,CENTRAL
ORD409,CUST292,2025-05-04 07:52:11,SHIPPED,CENTRAL
ORD410,CUST213,2024-07-27 10:23:14,RETURNED,EAST
ORD411,CUST360,2025-05-27 20:24:34,PLACED,SOUTH
ORD412,CUST282,2024-10-14 04:39:38,DELIVERED,SOUTH
ORD413,CUST308,2025-10-04 17:25:51,DELIVERED,EAST
ORD414,CUST167,2026-05-16 17:33:08,CANCELLED,WEST
ORD415,CUST166,2025-12-21 21:01:42,RETURNED,CENTRAL
ORD416,CUST393,2025-10-25 09:23:07,DELIVERED,EAST
ORD417,CUST230,2024-12-13 13:28:40,PLACED,NORTH
ORD418,CUST306,2025-10-03 00:00:00,SHIPPED,EAST
ORD419,UNKNOWN,2025-02-10 08:04:50,SHIPPED,EAST
ORD420,UNKNOWN,2025-11-28 19:00:02,DELIVERED,CENTRAL
ORD421,CUST293,2025-11-28 05:18:28,SHIPPED,NORTH
ORD422,UNKNOWN,2025-03-09 05:50:47,SHIPPED,EAST
ORD423,CUST299,2024-11-24 14:16:10,DELIVERED,EAST
ORD424,CUST205,2026-10-03 02:38:45,SHIPPED,NORTH
ORD425,CUST406,2025-02-18 02:07:16,CANCELLED,CENTRAL
ORD426,CUST049,2025-04-13 20:20:32,DELIVERED,NORTH
ORD427,CUST296,2025-03-21 12:45:07,PLACED,EAST
ORD428,CUST419,2025-12-16 21:51:14,PLACED,SOUTH
ORD429,CUST435,2025-12-08 12:00:20,PLACED,WEST
ORD430,CUST269,2025-07-25 00:00:00,RETURNED,CENTRAL
ORD431,CUST258,2026-05-03 18:54:42,SHIPPED,NORTH
ORD432,CUST202,2026-04-02 02:28:22,RETURNED,CENTRAL
ORD433,CUST114,2025-06-24 04:00:40,CANCELLED,SOUTH
ORD434,CUST043,2026-03-06 00:34:51,PLACED,CENTRAL
ORD435,CUST044,2024-10-09 22:15:07,CANCELLED,SOUTH
ORD436,CUST247,2025-04-05 00:18:29,CANCELLED,WEST
ORD437,CUST101,2025-10-31 16:09:06,RETURNED,SOUTH
ORD438,CUST137,2025-02-19 13:48:59,DELIVERED,CENTRAL
ORD439,CUST344,2025-07-07 05:35:43,DELIVERED,EAST
ORD440,CUST177,2025-11-14 16:35:55,PLACED,EAST
ORD441,CUST180,2024-01-11 12:47:55,CANCELLED,CENTRAL
ORD442,CUST023,2026-05-17 10:07:32,SHIPPED,SOUTH
ORD443,CUST080,2024-11-19 04:27:51,PLACED,NORTH
ORD444,CUST125,2025-11-21 13:55:07,SHIPPED,EAST
ORD445,UNKNOWN,2026-03-31 09:34:07,PLACED,EAST
ORD446,CUST012,2026-03-07 06:22:02,RETURNED,SOUTH
ORD447,CUST268,2025-03-31 02:00:14,RETURNED,WEST
ORD448,CUST073,2025-04-06 15:51:33,PLACED,WEST
ORD449,CUST340,2025-11-14 08:25:09,DELIVERED,SOUTH
ORD450,CUST103,2025-10-30 14:55:05,RETURNED,EAST
ORD451,CUST336,2025-09-29 00:43:36,PLACED,WEST
ORD452,CUST340,2025-05-22 10:08:25,DELIVERED,NORTH
ORD453,UNKNOWN,2026-02-05 09:17:14,CANCELLED,SOUTH
ORD454,CUST261,2026-06-16 13:41:50,PLACED,EAST
ORD455,CUST306,2024-05-09 10:34:48,SHIPPED,SOUTH
ORD456,CUST235,2024-11-09 11:22:59,PLACED,NORTH
ORD457,CUST272,2024-11-14 20:31:09,CANCELLED,WEST
ORD458,CUST010,2025-04-04 22:16:24,DELIVERED,EAST
ORD459,CUST121,2025-05-01 06:55:14,RETURNED,EAST
ORD460,CUST321,2025-12-03 12:21:33,CANCELLED,NORTH
ORD461,CUST486,2025-03-15 03:40:06,SHIPPED,EAST
ORD462,CUST337,2025-01-12 05:40:35,CANCELLED,CENTRAL
ORD463,CUST314,2025-02-23 07:54:21,SHIPPED,WEST
ORD464,CUST079,2026-01-14 20:04:12,DELIVERED,CENTRAL
ORD465,CUST278,2025-04-02 18:40:36,SHIPPED,CENTRAL
ORD466,CUST410,2025-10-25 05:49:25,SHIPPED,EAST
ORD467,CUST461,2025-11-24 17:40:14,SHIPPED,WEST
ORD468,CUST500,2025-05-15 04:27:05,RETURNED,SOUTH
ORD469,CUST286,2025-07-02 17:03:39,PLACED,SOUTH
ORD470,CUST451,2026-01-06 12:24:16,PLACED,EAST
ORD471,CUST212,2025-06-22 14:08:13,DELIVERED,WEST
ORD472,CUST421,2026-10-03 15:02:28,DELIVERED,SOUTH
ORD473,CUST055,2026-05-13 04:30:30,PLACED,CENTRAL
ORD474,CUST311,2026-11-07 04:34:05,SHIPPED,CENTRAL
ORD475,CUST352,2025-04-20 00:00:00,PLACED,WEST
ORD476,CUST434,2026-12-02 22:24:45,DELIVERED,SOUTH
ORD477,CUST252,2025-10-10 21:36:27,SHIPPED,SOUTH
ORD478,CUST210,2025-08-20 15:34:30,PLACED,EAST
ORD479,CUST114,2025-06-26 18:37:08,SHIPPED,SOUTH
ORD480,CUST475,2025-05-29 13:56:43,CANCELLED,CENTRAL
ORD481,CUST167,2024-11-18 23:39:56,SHIPPED,WEST
ORD482,CUST022,2024-01-12 20:31:01,CANCELLED,EAST
ORD483,CUST481,2026-06-05 12:17:34,RETURNED,CENTRAL
ORD484,CUST449,2024-07-29 23:15:56,PLACED,CENTRAL
ORD485,CUST234,2024-10-17 03:32:34,PLACED,SOUTH
ORD486,CUST203,2026-01-28 07:17:28,PLACED,CENTRAL
ORD487,CUST392,2025-10-01 06:23:52,PLACED,SOUTH
ORD488,CUST204,2025-08-12 05:37:29,DELIVERED,WEST
ORD489,CUST151,2025-01-23 11:40:12,PLACED,CENTRAL
ORD490,CUST238,2026-12-07 11:39:09,CANCELLED,NORTH
ORD491,CUST058,2026-09-02 19:28:17,RETURNED,CENTRAL
ORD492,CUST212,2026-07-01 06:34:02,PLACED,SOUTH
ORD493,CUST460,2026-02-14 08:47:30,SHIPPED,WEST
ORD494,CUST166,2024-12-09 05:08:41,SHIPPED,NORTH
ORD495,CUST362,2024-12-22 13:58:01,DELIVERED,NORTH
ORD496,CUST197,2024-11-18 16:03:59,RETURNED,CENTRAL
ORD497,CUST194,2025-05-16 10:05:46,PLACED,SOUTH
ORD498,CUST290,2024-09-30 00:51:46,SHIPPED,SOUTH
ORD499,CUST092,2024-09-24 05:52:49,PLACED,WEST
ORD500,CUST374,2024-08-30 13:48:23,CANCELLED,EAST
